,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A,A5A,A5C,A5G,A5T,C5A,C5C,C5G,G5A,G5C,T5A,A6A,A6C,A6G,A6T,C6A,C6C,C6G,G6A,G6C,T6A,A7A,A7C,A7G,A7T,C7A,C7C,C7G,G7A,G7C,T7A,A8A,A8C,A8G,A8T,C8A,C8C,C8G,G8A,G8C,T8A,A0A,A0C,A0G,A0T,C0A,C0C,C0G,G0A,G0C,T0A,A1A,A1C,A1G,A1T,C1A,C1C,C1G,G1A,G1C,T1A,A2A,A2C,A2G,A2T,C2A,C2C,C2G,G2A,G2C,T2A,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A
hsa:5737,0.17657992,0.1394052,0.12081785,0.07434944,0.110594794,0.06877323,0.05669145,0.11895911,0.0436803,0.0901487,0.17860465,0.13209303,0.10232558,0.08651163,0.13953489,0.08372093,0.04372093,0.09395349,0.05209302,0.08744186,0.18249534,0.109869644,0.12197393,0.08566108,0.12942272,0.083798885,0.039106146,0.12290503,0.048417132,0.07635009,0.18732525,0.12022367,0.1164958,0.08108108,0.1164958,0.09226468,0.04380242,0.12301957,0.03914259,0.080149114,0.1772388,0.11753731,0.13059701,0.08022388,0.11380597,0.09235074,0.03824627,0.11753731,0.04291045,0.08955224,0.18954249,0.1232493,0.104575165,0.084033616,0.12231559,0.08870215,0.048552755,0.12698413,0.037348274,0.07469655,0.9777572,0.4772938,0.6441149,0.41705284,0.85264134,0.4355885,0.069508806,0.62557924,0.26413345,0.23632994,1.0018553,0.57513916,0.59833026,0.37569577,0.62152135,0.33395174,0.25974026,0.6586271,0.2504638,0.32467532,0.90064996,0.61281335,0.63602597,0.38997215,0.5710306,0.44568244,0.20891365,0.65923864,0.17641596,0.3992572,0.88289964,0.697026,0.60408926,0.3717472,0.552974,0.34386617,0.28345725,0.5947955,0.21840149,0.4507435,0.89302325,0.6604651,0.5116279,0.43255812,0.69767445,0.41860464,0.21860465,0.46976745,0.26046512,0.4372093
hsa:136,0.10854271,0.12060302,0.11356784,0.05125628,0.11959799,0.14070351,0.09045226,0.14572865,0.073366836,0.036180906,0.101609655,0.12072434,0.12575452,0.04828974,0.12072434,0.14185111,0.083501,0.1167002,0.08752515,0.05331992,0.13595167,0.11883182,0.09969789,0.04531722,0.11782477,0.17522658,0.08056395,0.11983887,0.07049345,0.036253776,0.09576613,0.110887095,0.11592742,0.061491936,0.12903225,0.16733871,0.070564516,0.13709678,0.06955645,0.04233871,0.09989909,0.13622603,0.14026237,0.03430878,0.13622603,0.13017154,0.07366297,0.10595358,0.090817355,0.05247225,0.11919192,0.105050504,0.11212121,0.054545455,0.11515152,0.16868687,0.07878788,0.124242425,0.07777778,0.044444446,0.48597193,0.55611223,0.6963928,0.24549098,0.9018036,0.78156316,0.19539079,0.58116233,0.4258517,0.13026053,0.561685,0.60682046,0.5867603,0.23570713,0.58174527,0.72216654,0.44132397,0.6469408,0.39618856,0.22066198,0.5572289,0.52208835,0.62751,0.26104417,0.52208835,0.8383534,0.39156628,0.66767067,0.37148595,0.24096385,0.5427135,0.60301507,0.5678392,0.2562814,0.5979899,0.70351756,0.4522613,0.72864324,0.36683416,0.18090454,0.5080483,0.6036217,0.6287726,0.2414487,0.6036217,0.7092556,0.41750503,0.583501,0.43762577,0.2665996
hsa:185,0.18401487,0.10687733,0.10687733,0.10223048,0.12918216,0.09386617,0.034386616,0.124535315,0.036245354,0.08178439,0.17488372,0.118139535,0.12,0.09395349,0.118139535,0.07534884,0.042790696,0.1172093,0.04372093,0.09581395,0.19553073,0.119180635,0.12756053,0.07914339,0.11452514,0.08286779,0.037243947,0.11731844,0.039106146,0.087523274,0.19291705,0.117427774,0.10810811,0.09133271,0.122087605,0.08574092,0.04193849,0.10810811,0.04287046,0.08946878,0.19496268,0.11567164,0.11100746,0.08955224,0.12593284,0.081156716,0.041044775,0.09981343,0.050373133,0.09048507,0.19887955,0.118580766,0.11391223,0.08496732,0.118580766,0.07656396,0.045751635,0.12605043,0.037348274,0.07936508,1.047266,0.44485635,0.60704356,0.45412418,0.7599629,0.49582946,0.06487488,0.5514365,0.25023168,0.32437444,1.0018553,0.5519481,0.59833026,0.42671615,0.6168831,0.3525046,0.21335807,0.6122449,0.23654917,0.38961038,0.988858,0.63602597,0.57567316,0.40389973,0.57567316,0.44103992,0.1996286,0.626741,0.14391829,0.40854222,0.92007434,0.53438663,0.53438663,0.5111524,0.6459108,0.46933085,0.17193308,0.62267655,0.18122676,0.40892196,0.8744186,0.59069765,0.59999996,0.46976745,0.59069765,0.3767442,0.21395348,0.5860465,0.21860465,0.47906977
hsa:10800,0.21089108,0.12475248,0.105940595,0.08514851,0.121782176,0.07029703,0.044554457,0.121782176,0.035643563,0.07920792,0.21209118,0.11496531,0.12685828,0.07928642,0.12091179,0.066402376,0.03666997,0.115956396,0.045589693,0.081268586,0.20634921,0.121031746,0.10615079,0.08928572,0.116071425,0.08630952,0.03968254,0.12301587,0.028769841,0.083333336,0.20357497,0.11916584,0.1122145,0.08838133,0.13406157,0.08341609,0.02879841,0.1122145,0.0367428,0.08142999,0.19483101,0.10337972,0.12027833,0.09642147,0.13121273,0.06858847,0.033797216,0.12127236,0.04771372,0.08250497,0.19701493,0.09950249,0.12736319,0.09353234,0.10746269,0.07761194,0.037810944,0.12437811,0.043781094,0.09154229,1.0612044,0.5577493,0.60710764,0.41954592,0.84402764,0.39980257,0.044422507,0.5626851,0.20730503,0.29615006,1.1610672,0.49901187,0.6768775,0.36067194,0.5632411,0.32608694,0.18774703,0.57806325,0.2667984,0.38043475,1.1078141,0.5984174,0.6429278,0.3560831,0.5984174,0.36102867,0.16815035,0.6132542,0.18298714,0.37091988,1.0544554,0.62376237,0.52970296,0.42574257,0.60891086,0.35148516,0.22277229,0.60891086,0.17821781,0.3960396,1.0604559,0.57482654,0.6342914,0.3964321,0.60455894,0.33201188,0.18334985,0.579782,0.22794846,0.40634292
hsa:1241,0.06255924,0.11469194,0.10331754,0.032227486,0.12227488,0.21895735,0.10521327,0.11753555,0.102369666,0.02085308,0.0626186,0.11100569,0.1252372,0.0227704,0.11195446,0.21916509,0.09962049,0.10436433,0.11100569,0.032258064,0.08262108,0.10921177,0.09306743,0.029439695,0.09496676,0.23266856,0.11775878,0.09781577,0.10826211,0.034188036,0.05418251,0.102661595,0.11311787,0.037072245,0.11311787,0.22148289,0.10456274,0.13212928,0.099809885,0.021863118,0.06184586,0.0903901,0.14081827,0.02568982,0.10371075,0.21693625,0.098001905,0.09134158,0.1284491,0.042816367,0.086666666,0.093333334,0.114285715,0.024761904,0.08571429,0.23619048,0.11047619,0.10761905,0.10952381,0.03142857,0.28827977,0.48204157,0.7514178,0.10396975,0.72778827,1.0113422,0.39224952,0.48204157,0.647448,0.113421544,0.31220436,0.5865658,0.5960265,0.113528855,0.487228,0.9366131,0.62913907,0.5960265,0.57710505,0.16556291,0.4166667,0.5113636,0.5208333,0.13731061,0.46401516,1.155303,0.5681818,0.53977275,0.5350379,0.15151516,0.3127962,0.57345974,0.5165877,0.16113743,0.61137444,1.0947868,0.52606636,0.5876777,0.51184833,0.1042654,0.313093,0.55502844,0.626186,0.113851994,0.5597723,1.0958254,0.49810246,0.5218216,0.55502844,0.16129032
hsa:56413,0.038210623,0.105312206,0.09785648,0.023299161,0.10717614,0.26281455,0.122087605,0.10344828,0.12022367,0.019571295,0.034514926,0.08955224,0.11753731,0.023320895,0.0988806,0.25186568,0.122201495,0.10727612,0.13152985,0.023320895,0.059757236,0.09243698,0.09710551,0.019607844,0.09710551,0.2577031,0.12978525,0.08776844,0.13725491,0.021475257,0.04766355,0.104672894,0.09719626,0.019626169,0.10280374,0.2504673,0.12990654,0.11682243,0.12056075,0.0102803735,0.04303087,0.106641725,0.10944808,0.014031805,0.09915809,0.2684752,0.116931714,0.106641725,0.11599626,0.019644527,0.058052436,0.07677902,0.100187264,0.026217228,0.08988764,0.26123595,0.13014981,0.101123594,0.13670412,0.019662922,0.21840149,0.41821563,0.71561337,0.0464684,0.6598513,1.1756506,0.5018587,0.44609666,0.75743496,0.06040892,0.19534884,0.5813954,0.5534884,0.055813953,0.47441858,1.0511627,0.73953485,0.59069765,0.6651163,0.093023255,0.25605214,0.44692737,0.5260708,0.107076354,0.41433895,1.41527,0.60055864,0.5027933,0.59590316,0.1350093,0.19105312,0.526561,0.48928237,0.1164958,0.5358807,1.3140727,0.61043805,0.5172414,0.6011183,0.09785648,0.17257464,0.44776118,0.58768654,0.11660448,0.49440297,1.2593284,0.61100745,0.5363806,0.6576493,0.11660448
hsa:57105,0.14271939,0.1195757,0.12054002,0.08293153,0.13307618,0.09739634,0.04918033,0.13789779,0.048216008,0.06846673,0.1476834,0.13127413,0.12741312,0.071428575,0.12548262,0.0984556,0.0492278,0.106177606,0.057915058,0.08494209,0.17198068,0.11594203,0.116908215,0.072463766,0.12173913,0.11014493,0.050241545,0.12463768,0.050241545,0.06570049,0.16247582,0.12475822,0.12282398,0.06963249,0.12282398,0.10348163,0.050290134,0.12669246,0.0483559,0.06866538,0.16747338,0.13068731,0.114230394,0.06873185,0.12294289,0.09583737,0.05808325,0.1161665,0.054211035,0.07163601,0.15988372,0.119186044,0.11531008,0.07751938,0.14050388,0.093023255,0.0503876,0.12112403,0.059108526,0.06395349,0.77884614,0.48076925,0.7019231,0.39423078,0.8798077,0.5528846,0.057692308,0.65865386,0.27884614,0.21634616,0.88065445,0.58229065,0.65447545,0.31280077,0.4716073,0.4427334,0.3416747,0.70741093,0.25986525,0.34648702,0.8574181,0.58285165,0.6406551,0.33236995,0.5876686,0.54913294,0.23603083,0.6310212,0.24566473,0.3371869,0.71359694,0.5978785,0.6027001,0.41465765,0.6653809,0.4869817,0.24590164,0.68948895,0.24108005,0.34233364,0.73841697,0.65637064,0.63706565,0.35714287,0.6274131,0.492278,0.246139,0.530888,0.28957528,0.42471045
hsa:5733,0.08126604,0.1094953,0.12403764,0.037639007,0.11719418,0.17707442,0.09580839,0.14029084,0.091531225,0.02566296,0.06849315,0.11900685,0.12414384,0.03938356,0.11900685,0.20119864,0.08304795,0.11130137,0.0890411,0.04537671,0.11482433,0.095115684,0.10454156,0.037703514,0.10882605,0.20308483,0.096829474,0.09254499,0.10968295,0.036846615,0.066895366,0.118353345,0.11149228,0.04631218,0.12607203,0.19210978,0.09005146,0.135506,0.08233276,0.030874785,0.07038627,0.11158799,0.13133048,0.03776824,0.10300429,0.19227467,0.09184549,0.12875536,0.08927038,0.043776825,0.096219935,0.103951894,0.10996564,0.0395189,0.09707904,0.19501719,0.103951894,0.11254296,0.09965636,0.04209622,0.41382253,0.52047783,0.644198,0.18771333,0.7892492,0.887372,0.36262798,0.5972696,0.52047783,0.07679181,0.38855678,0.6575576,0.64901793,0.12809564,0.56362087,0.85397094,0.49103332,0.61058927,0.46114433,0.19641332,0.55128205,0.46581197,0.5769231,0.17948718,0.47435898,0.9871795,0.50427353,0.5769231,0.508547,0.17521368,0.4063302,0.5474765,0.6201882,0.18819503,0.58597094,0.8853721,0.47904193,0.7014542,0.45765612,0.12831481,0.34246576,0.59503424,0.6207192,0.1969178,0.59503424,1.0059931,0.41523975,0.5565069,0.4452055,0.22688356
hsa:6751,0.06313993,0.12457338,0.10921501,0.044368602,0.11177474,0.17235495,0.11006826,0.1450512,0.086177476,0.03327645,0.069171645,0.11699402,0.14602904,0.0264731,0.11357814,0.1853117,0.084543124,0.10930828,0.101622544,0.046968404,0.10683761,0.1008547,0.0974359,0.04017094,0.08888889,0.22051282,0.103418805,0.1,0.0965812,0.045299146,0.07271172,0.1283148,0.11120616,0.036783576,0.121471345,0.18306245,0.09923011,0.13772455,0.08212147,0.027373824,0.07020548,0.14469178,0.12842466,0.02140411,0.12928082,0.19349316,0.08133562,0.10530822,0.08476027,0.04109589,0.12082262,0.08140531,0.09083119,0.046272494,0.094258785,0.22193658,0.103684664,0.10539846,0.10197087,0.033419024,0.30212766,0.52340424,0.6723404,0.21702127,0.82978725,0.83404255,0.36595744,0.5702127,0.5702127,0.114893615,0.34497443,0.69420785,0.7027257,0.09369676,0.57921636,0.8603066,0.46422487,0.5919932,0.4599659,0.20868824,0.5200341,0.44330776,0.57544756,0.19607843,0.5072464,1.14237,0.4219949,0.54560953,0.46888322,0.17902814,0.31569964,0.62286687,0.54607505,0.221843,0.5588737,0.86177474,0.5503413,0.72525597,0.43088737,0.16638225,0.34585822,0.5849701,0.7301452,0.1323655,0.5678907,0.9265585,0.4227156,0.5465414,0.5081127,0.23484202
hsa:6752,0.11663653,0.12025317,0.1329114,0.054249547,0.1238698,0.13019891,0.06690778,0.15461121,0.058770344,0.04159132,0.122171946,0.12669684,0.13574661,0.047058824,0.1321267,0.14117648,0.056108598,0.10497738,0.075113125,0.05882353,0.14855072,0.10235507,0.11684783,0.055253625,0.125,0.13858695,0.07065217,0.10235507,0.089673914,0.050724637,0.116047144,0.12964642,0.11695376,0.058023572,0.13508613,0.11967362,0.07524932,0.14687216,0.063463286,0.03898459,0.10526316,0.14065336,0.14337568,0.04446461,0.13883847,0.13157895,0.054446463,0.108892925,0.0707804,0.061705988,0.14713897,0.08537693,0.11625795,0.06448683,0.09900091,0.16530427,0.07084469,0.12352407,0.07447775,0.05358765,0.45987374,0.5455365,0.68981063,0.34715962,0.96032465,0.779982,0.09017132,0.72587913,0.27953112,0.121731296,0.58212996,0.6859206,0.7220217,0.19855596,0.6362816,0.57761735,0.33844766,0.5595668,0.39259928,0.3068592,0.6684733,0.5736224,0.6052394,0.2710027,0.5736224,0.8355917,0.29810297,0.59620595,0.3026197,0.27551943,0.58318263,0.60126585,0.664557,0.27124774,0.619349,0.65099454,0.33453888,0.7730561,0.29385173,0.2079566,0.61085975,0.6334842,0.67873305,0.23529412,0.6606335,0.7058824,0.280543,0.5248869,0.37556562,0.29411766
hsa:8843,0.10258621,0.1275862,0.12586206,0.055172414,0.1525862,0.1275862,0.0637931,0.14568965,0.06637931,0.03275862,0.10353753,0.1415013,0.13114753,0.044866264,0.11561691,0.13201036,0.07765315,0.13287316,0.063848145,0.056945644,0.14421417,0.105354056,0.10880829,0.053540587,0.107944734,0.15198618,0.08290155,0.10880829,0.08376511,0.052677028,0.1019879,0.11668107,0.1417459,0.05272256,0.13483146,0.117545374,0.07000864,0.15211755,0.07346586,0.038893692,0.10467128,0.1384083,0.13494809,0.04411765,0.13408305,0.13321799,0.065743946,0.11851211,0.07179931,0.05449827,0.11601732,0.12207792,0.116883114,0.055411257,0.11082251,0.16709957,0.06926407,0.116883114,0.06406926,0.06147186,0.5546002,0.5073087,0.6964746,0.28804815,0.8770421,0.76526225,0.1633706,0.6878762,0.35253656,0.10748065,0.56798625,0.7013769,0.62822723,0.2151463,0.5851979,0.59380376,0.4302926,0.7271945,0.32271945,0.22805509,0.7062877,0.47803617,0.5340224,0.3057709,0.49956933,0.8914728,0.3703704,0.6029285,0.34883723,0.26270455,0.51293105,0.637931,0.6293103,0.27586207,0.76293105,0.637931,0.3189655,0.7284483,0.33189654,0.1637931,0.5176877,0.7075065,0.65573764,0.22433132,0.5780845,0.66005176,0.38826573,0.6643658,0.31924072,0.28472823
hsa:10161,0.20271581,0.111542195,0.10669253,0.11057226,0.118331715,0.06401552,0.033947624,0.117361784,0.032977693,0.10184287,0.22038835,0.11941747,0.11553398,0.09320388,0.10873786,0.060194176,0.03592233,0.11165048,0.033980582,0.10097087,0.22837706,0.12244898,0.101068996,0.0952381,0.11175899,0.07580175,0.034013607,0.11564626,0.022351798,0.093294464,0.22276264,0.115758754,0.10603113,0.09922179,0.10603113,0.06517509,0.039883267,0.115758754,0.031128405,0.098249026,0.21129504,0.1285297,0.109055504,0.09737098,0.1187926,0.05550146,0.036027264,0.12268744,0.026290165,0.094449855,0.21832359,0.10233918,0.116959065,0.10331384,0.104288496,0.07017544,0.032163743,0.11500975,0.03508772,0.10233918,1.2040619,0.61895555,0.589942,0.39651838,0.7640232,0.3239845,0.058027077,0.5319149,0.15957446,0.35299808,1.1277832,0.55663115,0.5324298,0.49370766,0.517909,0.3000968,0.22265247,0.65343654,0.14036787,0.45498547,1.0416666,0.5813954,0.5959302,0.49418604,0.6007752,0.33430234,0.13081396,0.5668605,0.15503876,0.499031,1.0135791,0.557711,0.53346264,0.55286133,0.5916586,0.3200776,0.16973811,0.5868089,0.16488847,0.50921434,1.1019418,0.5970874,0.57766986,0.4660194,0.5436893,0.30097088,0.17961165,0.5582524,0.1699029,0.5048544
hsa:2846,0.16771866,0.13165013,0.11992786,0.08295762,0.11722273,0.091073036,0.043282237,0.108205594,0.042380523,0.095581606,0.16155234,0.11281589,0.1200361,0.09566787,0.13808665,0.08212996,0.03700361,0.1200361,0.050541516,0.08212996,0.18608853,0.11020777,0.13188799,0.07859079,0.104787715,0.102077685,0.03794038,0.12827462,0.03794038,0.082204156,0.1880651,0.12658228,0.119349,0.07594936,0.10488246,0.08770344,0.050632913,0.13562387,0.03345389,0.07775769,0.17918552,0.12036199,0.11674208,0.085067876,0.12036199,0.088687785,0.043438915,0.12126697,0.043438915,0.08144797,0.17934783,0.117753625,0.13134058,0.07880435,0.12952898,0.083333336,0.03442029,0.1268116,0.04438406,0.07427536,0.91726613,0.5665468,0.7059353,0.36870503,0.83183455,0.45863307,0.040467624,0.6609713,0.19334532,0.25629497,0.9135914,0.5670567,0.5850585,0.42754275,0.65706575,0.4230423,0.2070207,0.6705671,0.2070207,0.34203422,0.9774775,0.6171171,0.6801802,0.32432434,0.5450451,0.490991,0.18018019,0.58108103,0.1936937,0.4099099,0.8385933,0.6582507,0.5996393,0.4147881,0.58611363,0.45536518,0.21641119,0.54102796,0.21190262,0.47790802,0.80776167,0.5640794,0.6001805,0.47833934,0.69043326,0.4106498,0.18501805,0.6001805,0.25270757,0.4106498
hsa:5028,0.11985689,0.12880144,0.1332737,0.053667262,0.12164579,0.11896243,0.06887299,0.13059033,0.066189624,0.058139537,0.12354521,0.12354521,0.13876455,0.0519248,0.1280215,0.12712623,0.05908684,0.11817368,0.07072516,0.05908684,0.140681,0.10483871,0.12096774,0.061827958,0.11021505,0.14784946,0.066308245,0.11917563,0.068996415,0.059139784,0.12376682,0.12466368,0.11838565,0.06188341,0.13004485,0.11121076,0.07533632,0.12914798,0.07264574,0.0529148,0.11579892,0.13016158,0.14093357,0.05206463,0.12926391,0.12208258,0.05924596,0.11759426,0.070017956,0.062836625,0.13566937,0.12219227,0.11949685,0.056603774,0.112309076,0.14555256,0.06648697,0.10422282,0.06918239,0.068283916,0.61552185,0.61552185,0.6601249,0.2765388,0.8117752,0.6824264,0.20071365,0.69580734,0.28099912,0.16057092,0.71428573,0.60714287,0.6473214,0.23660713,0.5223214,0.59375,0.39732143,0.65625,0.34821427,0.27678573,0.69258267,0.5451296,0.5451296,0.33065236,0.4915103,0.75960684,0.37980342,0.58981234,0.33065236,0.33512062,0.5992844,0.6440072,0.66636854,0.2683363,0.608229,0.59481215,0.34436494,0.65295166,0.3309481,0.2906977,0.617726,0.617726,0.69382274,0.259624,0.64010745,0.63563114,0.2954342,0.5908684,0.35362577,0.2954342
hsa:5029,0.063716814,0.13097346,0.11150443,0.02920354,0.10973451,0.19646017,0.108849555,0.12566371,0.09115044,0.032743365,0.07883082,0.102745794,0.117803365,0.032772366,0.121346325,0.20726307,0.094774134,0.112488925,0.10628875,0.025686448,0.08421986,0.1072695,0.09929078,0.03723404,0.10549645,0.2429078,0.09397163,0.10992908,0.087765954,0.031914894,0.07187223,0.111801244,0.12156167,0.03016859,0.11357587,0.21384206,0.0931677,0.12866016,0.090505764,0.024844721,0.059502665,0.12255773,0.11989343,0.03197158,0.10923623,0.21669628,0.09502664,0.12255773,0.08614565,0.03641208,0.09066667,0.096,0.115555555,0.032,0.088,0.23466666,0.09866667,0.11377778,0.09511111,0.035555556,0.25595763,0.57369816,0.7413945,0.12797882,0.8075905,0.9223301,0.35304502,0.46778464,0.6045896,0.14563107,0.35777387,0.5786219,0.64487636,0.11925795,0.55212015,0.8966431,0.5432862,0.6227915,0.53886926,0.14575972,0.4199823,0.5172414,0.52166224,0.18125552,0.4995579,1.1052166,0.5260831,0.52166224,0.5172414,0.19009726,0.31858408,0.6548673,0.5575221,0.1460177,0.54867256,0.9823009,0.54424775,0.62831855,0.4557522,0.16371682,0.39415413,0.513729,0.5890168,0.16386183,0.60673165,1.0363153,0.47387066,0.5624446,0.5314438,0.12843224
hsa:5030,0.09140768,0.12431444,0.122486286,0.041133456,0.10968921,0.16544789,0.090493605,0.13436928,0.077696525,0.04296161,0.09881061,0.1253431,0.12168344,0.037511438,0.116193965,0.1820677,0.079597436,0.108874656,0.08142726,0.048490394,0.10805861,0.12637363,0.11172161,0.03754579,0.11721612,0.19688645,0.07692308,0.12728938,0.06410257,0.033882786,0.1136572,0.1035747,0.1136572,0.044912923,0.11182401,0.187901,0.08340972,0.13565536,0.07607699,0.029330889,0.08440367,0.110091746,0.14770642,0.039449543,0.12568808,0.1559633,0.075229354,0.123853214,0.094495416,0.043119267,0.102846645,0.10835629,0.12580349,0.041322313,0.10835629,0.17539027,0.08539945,0.113865934,0.09090909,0.04775023,0.37830445,0.5834093,0.81586146,0.16408385,0.8933455,0.8295351,0.17775752,0.53327256,0.47402006,0.1504102,0.49270076,0.6067518,0.5976277,0.20072994,0.6478102,0.7025547,0.47445256,0.6113139,0.48813868,0.17791972,0.53424656,0.4657534,0.6255708,0.23744293,0.5388128,0.95433784,0.38812786,0.61187214,0.43378994,0.21004567,0.4570384,0.6215722,0.6124314,0.20566729,0.54844606,0.82723945,0.45246804,0.6718464,0.38848263,0.21480805,0.49405307,0.6267155,0.6084172,0.18755719,0.5809698,0.9103385,0.3979872,0.5443733,0.40713632,0.24245197
hsa:5031,0.06510682,0.11495422,0.124109864,0.031536113,0.098677516,0.21159714,0.098677516,0.13021363,0.088504575,0.036622584,0.07942974,0.12525459,0.120162934,0.021384928,0.11812627,0.1904277,0.10183299,0.105906315,0.105906315,0.03156823,0.08460754,0.09785933,0.103975534,0.040774718,0.10091743,0.23139654,0.09785933,0.10907237,0.09785933,0.03567788,0.070408165,0.10714286,0.1122449,0.03877551,0.12142857,0.21530612,0.091836736,0.12244898,0.094897956,0.025510205,0.06741573,0.105209395,0.14402452,0.025536261,0.116445355,0.2124617,0.079673134,0.10827375,0.10418795,0.036772218,0.06952965,0.10122699,0.12781186,0.034764826,0.10429448,0.23006135,0.084867075,0.10838446,0.09713701,0.04192229,0.28397566,0.48681542,0.7403651,0.1622718,0.9178499,0.9888438,0.2586207,0.3904665,0.6490872,0.121703856,0.4111675,0.5482234,0.6395939,0.11675127,0.5532995,0.7461929,0.6142132,0.61928934,0.62436545,0.12690355,0.35569105,0.51829267,0.59451216,0.18292682,0.46239838,1.1128049,0.49796748,0.7012195,0.4166667,0.15752032,0.32553408,0.5747711,0.6205493,0.15768057,0.49338758,1.0579858,0.49338758,0.65106815,0.44252288,0.18311292,0.3971487,0.6262729,0.6008147,0.10692464,0.59063137,0.95213854,0.509165,0.5295316,0.5295316,0.15784115
hsa:5032,0.045495093,0.118644066,0.10704728,0.02765388,0.12399643,0.20249777,0.11953613,0.12221231,0.11507583,0.017841212,0.05357143,0.10714286,0.11875,0.023214286,0.1125,0.21160714,0.11517857,0.10625,0.124107145,0.027678572,0.061662197,0.10455764,0.09562109,0.03217158,0.11349419,0.26541555,0.09919571,0.107238606,0.09830206,0.022341376,0.054561716,0.10375671,0.1252236,0.021466905,0.11001789,0.24150269,0.097495526,0.1252236,0.1019678,0.018783541,0.0519248,0.10922113,0.11727843,0.024171889,0.105640106,0.21128021,0.119068936,0.10922113,0.1217547,0.030438675,0.061827958,0.103046596,0.11290322,0.024193548,0.08781362,0.25537634,0.10842294,0.103046596,0.105734766,0.03763441,0.19128114,0.45373666,0.7695729,0.111209966,0.8674377,1.1209965,0.3024911,0.3914591,0.6983986,0.09341636,0.24933216,0.5966162,0.59216386,0.09795192,0.5832591,0.93499553,0.6277827,0.56544966,0.6322351,0.12021371,0.29857397,0.51693404,0.51693404,0.15151516,0.5035651,1.2566845,0.543672,0.5392157,0.5258467,0.14705883,0.22747546,0.59322035,0.5352364,0.1382694,0.6199821,1.0124888,0.5976807,0.6110616,0.57537913,0.08920606,0.26785713,0.53571427,0.59375,0.11607143,0.5625,1.0580357,0.57589287,0.53125,0.62053573,0.13839287
hsa:9934,0.18361303,0.12043435,0.09970385,0.09279368,0.13030602,0.09279368,0.044422507,0.11056268,0.04343534,0.08193485,0.18577075,0.12944664,0.11956522,0.0770751,0.13438736,0.088932805,0.03458498,0.11561265,0.03853755,0.07608695,0.19287834,0.118694365,0.10187933,0.08803165,0.11770524,0.09396637,0.049455985,0.116716124,0.04055391,0.08011869,0.18316832,0.11683168,0.105940595,0.09207921,0.12475248,0.08514851,0.04851485,0.12772277,0.04059406,0.075247526,0.17244796,0.1308226,0.13280475,0.07730426,0.12983152,0.08225966,0.03369673,0.11694747,0.040634293,0.083250746,0.19146825,0.115079366,0.122023806,0.08035714,0.109126985,0.08630952,0.04761905,0.121031746,0.04464286,0.08234127,0.90551186,0.5511811,0.71850395,0.38385826,0.81200784,0.378937,0.0738189,0.6938976,0.21653545,0.26574802,0.9852216,0.5714286,0.6256158,0.37931037,0.49753696,0.37438422,0.28078818,0.6945813,0.20689654,0.38423645,0.9368836,0.586785,0.6015779,0.40927023,0.6360947,0.44378698,0.18737672,0.5719921,0.22682445,0.39940828,0.9180652,0.6021718,0.49851924,0.4639684,0.6515301,0.4639684,0.22211254,0.5528134,0.21717669,0.40967423,0.92885375,0.6472332,0.5978261,0.3853755,0.6719368,0.44466403,0.1729249,0.57806325,0.19268775,0.38043475
hsa:4985,0.039461885,0.11838565,0.10493273,0.040358745,0.12107623,0.1910314,0.119282514,0.14170404,0.10313901,0.020627802,0.04847397,0.12298025,0.120287254,0.026032316,0.11400359,0.2145422,0.1032316,0.1032316,0.1086176,0.03859964,0.103324346,0.08445642,0.08445642,0.035938904,0.088948786,0.28122193,0.10062893,0.085354894,0.103324346,0.03234501,0.049460433,0.107913665,0.10971223,0.038669065,0.12410072,0.22751799,0.097122304,0.13489209,0.09352518,0.01708633,0.057605762,0.116111614,0.15121512,0.00990099,0.12061206,0.19621962,0.09360936,0.09630963,0.12421242,0.03420342,0.09189189,0.076576576,0.08648649,0.045045044,0.1,0.23963964,0.114414416,0.10630631,0.117117114,0.022522522,0.22808588,0.51431125,0.61717355,0.17889088,0.8139535,0.921288,0.46511626,0.51431125,0.66636854,0.0805009,0.26857653,0.64906,0.6445837,0.076096684,0.60877347,0.99373317,0.519248,0.5550582,0.5416294,0.14324082,0.42114693,0.4704301,0.5197133,0.15232974,0.4749104,1.2589605,0.515233,0.4704301,0.54211473,0.17473118,0.19730942,0.59192824,0.5246637,0.20179373,0.6053812,0.955157,0.59641254,0.7085202,0.5156951,0.10313901,0.24236985,0.61490124,0.60143626,0.13016158,0.57001793,1.072711,0.516158,0.516158,0.54308796,0.1929982
